CIPCODE,CIPDESC,CREDLEV,CREDDESC,Duplicate
2601,"Biology, General.",1,Undergraduate Certificate or Diploma,26011
2902,"Intelligence, Command Control and Information Operations.",2,Associate's Degree,29022
4201,"Psychology, General.",1,Undergraduate Certificate or Diploma,42011
4407,Social Work.,1,Undergraduate Certificate or Diploma,44071
4502,Anthropology.,2,Associate's Degree,45022
4506,Economics.,2,Associate's Degree,45062
4511,Sociology.,2,Associate's Degree,45112
5218,"General Sales, Merchandising and Related Marketing Operations.",1,Undergraduate Certificate or Diploma,52181
1601,"Linguistic, Comparative, and Related Language Studies and Services.",2,Associate's Degree,16012
2313,Rhetoric and Composition/Writing Studies.,2,Associate's Degree,23132
2613,"Ecology, Evolution, Systematics, and Population Biology.",2,Associate's Degree,26132
5207,Entrepreneurial and Small Business Operations.,2,Associate's Degree,52072
4901,Air Transportation.,5,Master's Degree,49015
402,Architecture.,8,Graduate/Professional Certificate,4028
909,"Public Relations, Advertising, and Applied Communication.",2,Associate's Degree,9092
999,"Communication, Journalism, and Related Programs, Other.",1,Undergraduate Certificate or Diploma,9991
1105,Computer Systems Analysis.,1,Undergraduate Certificate or Diploma,11051
1105,Computer Systems Analysis.,2,Associate's Degree,11052
2612,Biotechnology.,2,Associate's Degree,26122
3017,Behavioral Sciences.,1,Undergraduate Certificate or Diploma,30171
3017,Behavioral Sciences.,2,Associate's Degree,30172
3018,Natural Sciences.,1,Undergraduate Certificate or Diploma,30181
4001,Physical Sciences.,2,Associate's Degree,40012
5001,"Visual and Performing Arts, General.",2,Associate's Degree,50012
5006,Film/Video and Photographic Arts.,2,Associate's Degree,50062
5010,"Arts, Entertainment,and Media Management.",1,Undergraduate Certificate or Diploma,50101
5010,"Arts, Entertainment,and Media Management.",2,Associate's Degree,50102
5217,Insurance.,1,Undergraduate Certificate or Diploma,52171
5217,Insurance.,2,Associate's Degree,52172
2314,Literature.,3,Bachelors Degree,23143
3027,Human Biology.,3,Bachelors Degree,30273
3902,Bible/Biblical Studies.,8,Graduate/Professional Certificate,39028
3904,Religious Education.,5,Master's Degree,39045
4299,"Psychology, Other.",5,Master's Degree,42995
4299,"Psychology, Other.",8,Graduate/Professional Certificate,42998
4302,Fire Protection.,5,Master's Degree,43025
5115,Mental and Social Health Services and Allied Professions.,8,Graduate/Professional Certificate,51158
4601,Mason/Masonry.,2,Associate's Degree,46012
4807,Woodworking.,2,Associate's Degree,48072
1302,"Bilingual, Multilingual, and Multicultural Education.",1,Undergraduate Certificate or Diploma,13021
1303,Curriculum and Instruction.,1,Undergraduate Certificate or Diploma,13031
1399,"Education, Other.",1,Undergraduate Certificate or Diploma,13991
1436,Manufacturing Engineering.,2,Associate's Degree,14362
2503,Library and Archives Assisting.,1,Undergraduate Certificate or Diploma,25031
2503,Library and Archives Assisting.,2,Associate's Degree,25032
3101,"Parks, Recreation and Leisure Studies.",2,Associate's Degree,31012
4507,Geography and Cartography.,2,Associate's Degree,45072
5215,Real Estate.,2,Associate's Degree,52152
5219,"Specialized Sales, Merchandising and Marketing Operations.",2,Associate's Degree,52192
1199,"Computer and Information Sciences and Support Services, Other.",1,Undergraduate Certificate or Diploma,11991
1199,"Computer and Information Sciences and Support Services, Other.",2,Associate's Degree,11992
1399,"Education, Other.",2,Associate's Degree,13992
2699,"Biological and Biomedical Sciences, Other.",2,Associate's Degree,26992
4599,"Social Sciences, Other.",2,Associate's Degree,45992
111,Plant Sciences.,1,Undergraduate Certificate or Diploma,1111
305,Forestry.,4,Post-baccalaureate Certificate,3054
305,Forestry.,8,Graduate/Professional Certificate,3058
306,Wildlife and Wildlands Science and Management.,4,Post-baccalaureate Certificate,3064
901,Communication and Media Studies.,8,Graduate/Professional Certificate,9018
907,"Radio, Television, and Digital Communication.",1,Undergraduate Certificate or Diploma,9071
909,"Public Relations, Advertising, and Applied Communication.",1,Undergraduate Certificate or Diploma,9091
1413,Engineering Science.,1,Undergraduate Certificate or Diploma,14131
2301,"English Language and Literature, General.",8,Graduate/Professional Certificate,23018
2613,"Ecology, Evolution, Systematics, and Population Biology.",1,Undergraduate Certificate or Diploma,26131
2613,"Ecology, Evolution, Systematics, and Population Biology.",8,Graduate/Professional Certificate,26138
3023,Intercultural/Multicultural and Diversity Studies.,8,Graduate/Professional Certificate,30238
3026,Cultural Studies/Critical Theory and Analysis.,3,Bachelors Degree,30263
3033,Sustainability Studies.,5,Master's Degree,30335
3101,"Parks, Recreation and Leisure Studies.",4,Post-baccalaureate Certificate,31014
3101,"Parks, Recreation and Leisure Studies.",8,Graduate/Professional Certificate,31018
4303,Homeland Security.,4,Post-baccalaureate Certificate,43034
5102,Communication Disorders Sciences and Services.,1,Undergraduate Certificate or Diploma,51021
5102,Communication Disorders Sciences and Services.,4,Post-baccalaureate Certificate,51024
5102,Communication Disorders Sciences and Services.,8,Graduate/Professional Certificate,51028
5206,Business/Managerial Economics.,1,Undergraduate Certificate or Diploma,52061
5206,Business/Managerial Economics.,8,Graduate/Professional Certificate,52068
5210,Human Resources Management and Services.,1,Undergraduate Certificate or Diploma,52101
5219,"Specialized Sales, Merchandising and  Marketing Operations.",3,Bachelors Degree,52193
2501,Library Science and Administration.,1,Undergraduate Certificate or Diploma,25011
2501,Library Science and Administration.,2,Associate's Degree,25012
4404,Public Administration.,1,Undergraduate Certificate or Diploma,44041
3999,"Theology and Religious Vocations, Other.",3,Bachelors Degree,39993
1511,Engineering-Related Technologies.,1,Undergraduate Certificate or Diploma,15111
1616,American Sign Language.,1,Undergraduate Certificate or Diploma,16161
1616,American Sign Language.,2,Associate's Degree,16162
5208,Finance and Financial Management Services.,2,Associate's Degree,52082
5220,Construction Management.,1,Undergraduate Certificate or Diploma,52201
402,Architecture.,1,Undergraduate Certificate or Diploma,4021
501,Area Studies.,2,Associate's Degree,5012
1001,Communications Technology/Technician.,1,Undergraduate Certificate or Diploma,10011
1001,Communications Technology/Technician.,4,Post-baccalaureate Certificate,10014
1103,Data Processing.,1,Undergraduate Certificate or Diploma,11031
1301,"Education, General.",4,Post-baccalaureate Certificate,13014
1399,"Education, Other.",4,Post-baccalaureate Certificate,13994
4503,Archeology.,1,Undergraduate Certificate or Diploma,45031
4503,Archeology.,2,Associate's Degree,45032
5100,"Health Services/Allied Health/Health Sciences, General.",1,Undergraduate Certificate or Diploma,51001
5211,International Business.,2,Associate's Degree,52112
5118,Ophthalmic and Optometric Support Services and Allied Professions.,2,Associate's Degree,51182
3005,Peace Studies and Conflict Resolution.,3,Bachelors Degree,30053
5133,Alternative and Complementary Medicine and Medical Systems.,3,Bachelors Degree,51333
1305,Educational/Instructional Media Design.,1,Undergraduate Certificate or Diploma,13051
1305,Educational/Instructional Media Design.,2,Associate's Degree,13052
1516,Nanotechnology.,1,Undergraduate Certificate or Diploma,15161
1516,Nanotechnology.,2,Associate's Degree,15162
5105,Advanced/Graduate Dentistry and Oral Sciences.,1,Undergraduate Certificate or Diploma,51051
5003,Dance.,1,Undergraduate Certificate or Diploma,50031
5003,Dance.,2,Associate's Degree,50032
5136,Movement and Mind-Body Therapies and Education.,1,Undergraduate Certificate or Diploma,51361
4504,Criminology.,1,Undergraduate Certificate or Diploma,45041
1427,Systems Engineering.,1,Undergraduate Certificate or Diploma,14271
3601,Leisure and Recreational Activities.,2,Associate's Degree,36012
4704,Precision Systems Maintenance and Repair Technologies.,2,Associate's Degree,47042
999,"Communication, Journalism, and Related Programs, Other.",5,Master's Degree,9995
1101,"Computer and Information Sciences, General.",8,Graduate/Professional Certificate,11018
1102,Computer Programming.,6,Doctoral Degree,11026
1104,Information Science/Studies.,8,Graduate/Professional Certificate,11048
1303,Curriculum and Instruction.,8,Graduate/Professional Certificate,13038
1313,"Teacher Education and Professional Development, Specific Subject Areas.",7,First Professional Degree,13137
1442,"Mechatronics, Robotics, and Automation Engineering.",3,Bachelors Degree,14423
1510,Construction Engineering Technologies.,5,Master's Degree,15105
1599,"Engineering Technologies/Technicians, Other.",8,Graduate/Professional Certificate,15998
3005,Peace Studies and Conflict Resolution.,8,Graduate/Professional Certificate,30058
4001,Physical Sciences.,5,Master's Degree,40015
4001,Physical Sciences.,6,Doctoral Degree,40016
4301,Criminal Justice and Corrections.,6,Doctoral Degree,43016
4405,Public Policy Analysis.,1,Undergraduate Certificate or Diploma,44051
2699,"Biological and Biomedical Sciences, Other.",8,Graduate/Professional Certificate,26998
3001,Biological and Physical Sciences.,8,Graduate/Professional Certificate,30018
5118,Ophthalmic and Optometric Support Services and Allied Professions.,3,Bachelors Degree,51183
102,Agricultural Mechanization.,3,Bachelors Degree,1023
106,Applied Horticulture and Horticultural Business Services.,3,Bachelors Degree,1063
108,Agricultural Public Services.,3,Bachelors Degree,1083
1306,"Educational Assessment, Evaluation, and Research.",5,Master's Degree,13065
1699,"Foreign Languages, Literatures, and Linguistics, Other.",5,Master's Degree,16995
2201,Law.,4,Post-baccalaureate Certificate,22014
2299,"Legal Professions and Studies, Other.",7,First Professional Degree,22997
2299,"Legal Professions and Studies, Other.",8,Graduate/Professional Certificate,22998
3033,Sustainability Studies.,4,Post-baccalaureate Certificate,30334
3033,Sustainability Studies.,8,Graduate/Professional Certificate,30338
3103,"Parks, Recreation and Leisure Facilities Management.",6,Doctoral Degree,31036
5009,Music.,4,Post-baccalaureate Certificate,50094
5100,"Health Services/Allied Health/Health Sciences, General.",6,Doctoral Degree,51006
5213,Management Sciences and Quantitative Methods.,4,Post-baccalaureate Certificate,52134
4899,"Precision Production, Other.",1,Undergraduate Certificate or Diploma,48991
110,Food Science and Technology.,2,Associate's Degree,1102
909,"Public Relations, Advertising, and Applied Communication.",8,Graduate/Professional Certificate,9098
1103,Data Processing.,2,Associate's Degree,11032
1103,Data Processing.,3,Bachelors Degree,11033
1515,Engineering-Related Fields.,2,Associate's Degree,15152
4799,"Mechanic and Repair Technologies/Technicians, Other.",2,Associate's Degree,47992
5199,"Health Professions and Related Clinical Sciences, Other.",8,Graduate/Professional Certificate,51998
1514,Nuclear Engineering Technologies/Technicians.,2,Associate's Degree,15142
1609,"Romance Languages, Literatures, and Linguistics.",8,Graduate/Professional Certificate,16098
2599,"Library Science, Other.",5,Master's Degree,25995
5217,Insurance.,3,Bachelors Degree,52173
2612,Biotechnology.,3,Bachelors Degree,26123
2999,"Military Technologies and Applied Sciences, Other.",2,Associate's Degree,29992
1204,Cosmetology and Related Personal Grooming Services.,4,Post-baccalaureate Certificate,12044
5116,Nursing.,1,Undergraduate Certificate or Diploma,51161
5106,Dental Support Services and Allied Professions.,8,Graduate/Professional Certificate,51068
5108,Allied Health and Medical Assisting Services.,8,Graduate/Professional Certificate,51088
109,Animal Sciences.,2,Associate's Degree,1092
1906,Housing and Human Environments.,3,Bachelors Degree,19063
3017,Behavioral Sciences.,5,Master's Degree,30175
5111,Health/Medical Preparatory Programs.,7,First Professional Degree,51117
4227,Research and Experimental Psychology.,8,Graduate/Professional Certificate,42278
4504,Criminology.,2,Associate's Degree,45042
4899,"Precision Production, Other.",2,Associate's Degree,48992
102,Agricultural Mechanization.,1,Undergraduate Certificate or Diploma,1021
1204,Cosmetology and Related Personal Grooming Services.,3,Bachelors Degree,12043
4699,"Construction Trades, Other.",2,Associate's Degree,46992
4103,Physical Science Technologies/Technicians.,2,Associate's Degree,41032
100,"Agriculture, General.",5,Master's Degree,1005
1419,Mechanical Engineering.,1,Undergraduate Certificate or Diploma,14191
3000,"Multi-/Interdisciplinary Studies, General.",2,Associate's Degree,30002
406,Landscape Architecture.,2,Associate's Degree,4062
1002,Audiovisual Communications Technologies/Technicians.,5,Master's Degree,10025
1003,Graphic Communications.,8,Graduate/Professional Certificate,10038
1513,Drafting/Design Engineering Technologies/Technicians.,3,Bachelors Degree,15133
1513,Drafting/Design Engineering Technologies/Technicians.,5,Master's Degree,15135
